gene	AD.Ex.betweenness	AD.Ex.degree_in	AD.Ex.degree_out	Ctrl.Ex.betweenness	Ctrl.Ex.degree_in	Ctrl.Ex.degree_out	AD.In.betweenness	AD.In.degree_in	AD.In.degree_out	Ctrl.In.betweenness	Ctrl.In.degree_in	Ctrl.In.degree_out	AD.Mic.betweenness	AD.Mic.degree_in	AD.Mic.degree_out	Ctrl.Mic.betweenness	Ctrl.Mic.degree_in	Ctrl.Mic.degree_out	AD.Oli.betweenness	AD.Oli.degree_in	AD.Oli.degree_out	Ctrl.Oli.betweenness	Ctrl.Oli.degree_in	Ctrl.Oli.degree_out
SNAI2	0	0	194	0	0	205	1644.79842022348	34	164	1153.51803196803	41	189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNAP25	0	73	0	0	73	0	0	82	0	0	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNAPC1	NA	NA	NA	NA	NA	NA	0	54	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNAPC5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	49	0	NA	NA	NA	NA	NA	NA
SNCB	0	66	0	0	70	0	0	64	0	0	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SND1	0	73	0	0	78	0	0	60	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNRNP200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	59	0	NA	NA	NA	NA	NA	NA
SNRNP35	0	48	0	0	59	0	0	53	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNRNP40	0	67	0	0	69	0	0	69	0	0	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNRNP48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	81	0	0	75	0	NA	NA	NA	NA	NA	NA
SNRPA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	52	0	0	54	0	NA	NA	NA	NA	NA	NA
SNRPB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	56	0	0	54	0	NA	NA	NA	NA	NA	NA
SNRPB2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57	0	0	55	0	NA	NA	NA	NA	NA	NA
SNRPG	0	52	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNTB2	0	55	0	0	57	0	0	47	0	0	48	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNX1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	0	50	0
SNX10	0	109	0	0	116	0	0	82	0	0	86	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNX22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	58	0	0	52	0
SNX29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	50	0	NA	NA	NA	NA	NA	NA
SNX3	0	74	0	0	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNX7	0	52	0	0	55	0	0	66	0	0	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNX8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	42	0	0	52	0	NA	NA	NA	NA	NA	NA
SNX9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	94	0	0	82	0
SOAT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	0	60	0	NA	NA	NA	NA	NA	NA
SOBP	NA	NA	NA	NA	NA	NA	0	37	0	0	37	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SOCS4	0	42	0	0	40	0	0	40	0	0	42	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SOCS5	NA	NA	NA	NA	NA	NA	0	60	0	0	61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SORBS1	0	111	0	0	115	0	0	73	0	0	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SORBS2	0	110	0	0	109	0	0	92	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SORBS3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	64	0	NA	NA	NA	NA	NA	NA
SORCS2	0	98	0	0	103	0	0	61	0	0	73	0	NA	NA	NA	NA	NA	NA	0	124	0	0	131	0
SORCS3	NA	NA	NA	NA	NA	NA	0	82	0	0	88	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SORL1	0	91	0	0	83	0	NA	NA	NA	NA	NA	NA	0	54	0	0	46	0	NA	NA	NA	NA	NA	NA
SORT1	NA	NA	NA	NA	NA	NA	0	78	0	0	77	0	0	70	0	0	56	0	0	133	0	0	117	0
SOX10	0	0	412	0	0	400	0	0	437	0	0	454	NA	NA	NA	NA	NA	NA	1941.12542208394	55	241	2879.00966735775	58	227
SOX12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	NA	NA	NA	NA	NA	NA
SOX13	0	0	102	0	0	113	0	0	130	0	0	134	NA	NA	NA	0	0	47	0	0	82	0	0	88
SOX15	0	0	136	0	0	119	0	0	122	0	0	119	NA	NA	NA	NA	NA	NA	0	0	73	0	0	75
SOX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	104	0	0	113	0
SOX21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	674	0	0	614
SOX4	24061.2167367385	69	1049	34643.0810959177	79	1071	0	0	1138	0	0	1182	10583.9842848022	69	894	6195.72864196336	53	754	0	0	664	0	0	669
SOX8	0	0	1008	0	0	1043	0	0	1120	0	0	1149	NA	NA	NA	NA	NA	NA	11548.1054022943	71	558	11562.2889532736	68	563
SOX9	0	0	62	0	0	64	2657.16003107723	56	75	1933.98532089994	61	69	NA	NA	NA	NA	NA	NA	0	0	45	0	0	44
SP1	0	0	515	0	0	511	0	0	542	0	0	564	0	0	318	0	0	308	0	0	313	0	0	273
SP100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	74	0	NA	NA	NA	NA	NA	NA
SP110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	0	0	76	0	NA	NA	NA	NA	NA	NA
SP140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	66	0	NA	NA	NA	NA	NA	NA
SP140L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	66	0	0	65	0	NA	NA	NA	NA	NA	NA
SP2	0	0	1091	0	0	1106	0	0	1311	0	0	1324	0	0	941	0	0	901	0	0	743	0	0	717
SP3	0	0	205	0	0	214	0	0	229	0	0	233	0	0	116	0	0	109	0	0	127	0	0	113
SP4	0	0	1142	0	0	1133	9520.21591297016	54	1305	7343.78172212921	52	1298	0	0	1030	0	0	1000	0	0	665	0	0	668
SP7	NA	NA	NA	NA	NA	NA	0	39	0	0	32	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SP8	NA	NA	NA	0	0	92	0	0	304	0	0	302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPA17	NA	NA	NA	NA	NA	NA	0	47	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPATA22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	80	0	0	80	0
SPATA24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	0	NA	NA	NA	NA	NA	NA
SPATA5L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	36	0	0	41	0	0	48	0	0	50	0
SPATA6L	0	54	0	0	56	0	0	53	0	0	55	0	NA	NA	NA	0	45	0	NA	NA	NA	NA	NA	NA
SPATS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	63	0
SPATS2L	0	98	0	0	103	0	0	102	0	0	108	0	0	53	0	0	54	0	NA	NA	NA	NA	NA	NA
SPCS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	42	0	0	46	0	NA	NA	NA	NA	NA	NA
SPCS2	NA	NA	NA	NA	NA	NA	0	38	0	0	39	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPDEF	0	0	43	0	0	44	0	0	50	0	0	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPECC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	108	0	0	99	0
SPEF2	0	83	0	0	95	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPEN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	79	0	0	73	0
SPESP1	0	54	0	0	47	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPG11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	87	0	0	78	0
SPG7	NA	NA	NA	NA	NA	NA	0	63	0	0	70	0	0	113	0	0	104	0	0	61	0	0	57	0
SPHK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	47	0	0	48	0	NA	NA	NA	NA	NA	NA
SPI1	0	0	1207	0	0	1215	0	0	1374	0	0	1384	0	0	1057	0	0	1051	0	0	736	0	0	727
SPIB	0	0	162	0	0	182	NA	NA	NA	0	0	197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPIC	0	0	456	0	0	480	NA	NA	NA	0	0	554	NA	NA	NA	NA	NA	NA	0	0	326	NA	NA	NA
SPINK9	0	23	0	0	31	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPIRE1	0	75	0	0	74	0	0	70	0	0	72	0	NA	NA	NA	NA	NA	NA	0	72	0	0	69	0
SPNS3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	37	0	0	29	0	NA	NA	NA	NA	NA	NA
SPOCK1	0	56	0	0	58	0	0	63	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPOCK2	0	75	0	0	83	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPOCK3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	84	0	0	76	0
SPON1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	34	0	0	38	0
SPOP	NA	NA	NA	NA	NA	NA	0	58	0	0	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPOPL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	41	0	NA	NA	NA	NA	NA	NA
SPP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	0	40	0	0	62	0	0	61	0
SPPL2A	0	57	0	0	64	0	NA	NA	NA	NA	NA	NA	0	31	0	0	33	0	NA	NA	NA	NA	NA	NA
SPPL2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	80	0	0	73	0
SPRED1	0	91	0	0	90	0	0	46	0	0	48	0	0	36	0	0	37	0	0	69	0	0	70	0
SPRED2	0	112	0	0	118	0	0	87	0	0	93	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPRTN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	34	0	0	36	0	NA	NA	NA	NA	NA	NA
SPRY2	0	140	0	0	152	0	0	58	0	0	59	0	0	42	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPSB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	71	0	0	78	0
SPTAN1	0	91	0	0	96	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPTB	0	73	0	0	80	0	0	64	0	0	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPTBN1	0	84	0	0	88	0	0	83	0	0	82	0	NA	NA	NA	NA	NA	NA	0	72	0	0	82	0
SPTLC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	88	0	0	88	0
SPTY2D1	0	46	0	0	52	0	0	40	0	0	42	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SQLE	0	78	0	0	74	0	NA	NA	NA	NA	NA	NA	0	41	0	0	41	0	NA	NA	NA	NA	NA	NA
SRA1	0	68	0	0	68	0	0	62	0	0	61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRBD1	0	55	0	0	56	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRCIN1	0	81	0	0	82	0	0	73	0	0	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRD5A1	0	69	0	0	71	0	0	81	0	0	81	0	0	43	0	0	39	0	NA	NA	NA	NA	NA	NA
SREBF1	6321.20615203306	82	159	4656.99501719039	92	159	0	0	193	0	0	207	0	0	97	0	0	107	0	0	94	0	0	90
SREBF2	0	0	213	0	0	208	5666.64313987547	69	246	4620.50698364498	71	253	0	0	141	0	0	149	0	0	113	0	0	101
SREK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	70	0	0	70	0
SRF	0	0	1061	0	0	1079	0	0	1234	0	0	1247	5680.69602296395	55	887	NA	NA	NA	0	0	737	0	0	719
SRGAP1	0	86	0	0	89	0	NA	NA	NA	NA	NA	NA	0	52	0	0	47	0	NA	NA	NA	NA	NA	NA
SRGAP3	0	131	0	0	136	0	0	102	0	0	119	0	0	64	0	0	54	0	NA	NA	NA	NA	NA	NA
SRP14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46	0	0	48	0	NA	NA	NA	NA	NA	NA
SRP72	0	65	0	0	68	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRPK1	0	83	0	0	81	0	0	75	0	0	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRPK2	NA	NA	NA	NA	NA	NA	0	79	0	0	76	0	NA	NA	NA	NA	NA	NA	0	118	0	0	111	0
SRRD	0	74	0	0	74	0	0	64	0	0	70	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRRM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46	0	0	38	0	0	85	0	0	81	0
SRRM4	0	112	0	0	118	0	0	91	0	0	94	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRSF3	0	62	0	0	64	0	0	58	0	0	60	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRSF5	0	96	0	0	92	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SS18L2	0	64	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	0	43	0
SSBP2	0	71	0	0	68	0	0	52	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SSBP3	0	65	0	0	68	0	0	103	0	0	106	0	NA	NA	NA	NA	NA	NA	0	57	0	0	56	0
SSBP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	0	0	41	0	NA	NA	NA	NA	NA	NA
SSH1	0	90	0	0	94	0	0	74	0	0	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SSH2	0	86	0	0	86	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	86	0	0	87	0
SSPN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	0	0	41	0	0	59	0	0	61	0
SSR3	NA	NA	NA	NA	NA	NA	0	64	0	0	69	0	NA	NA	NA	NA	NA	NA	0	55	0	0	56	0
SST	0	42	0	0	51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SSTR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	36	0	0	40	0
SSX2IP	0	100	0	0	114	0	0	73	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ST3GAL1	0	144	0	0	142	0	0	105	0	0	109	0	0	69	0	0	67	0	NA	NA	NA	NA	NA	NA
ST3GAL4	0	83	0	0	80	0	0	72	0	0	77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ST3GAL5	NA	NA	NA	NA	NA	NA	0	80	0	0	82	0	0	55	0	0	52	0	NA	NA	NA	NA	NA	NA
ST3GAL6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	77	0	0	76	0
ST6GAL1	NA	NA	NA	NA	NA	NA	0	61	0	0	64	0	0	42	0	0	29	0	NA	NA	NA	NA	NA	NA
ST6GAL2	NA	NA	NA	NA	NA	NA	0	104	0	0	110	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ST6GALNAC5	0	114	0	0	130	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ST7L	0	74	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	82	0	0	77	0
ST8SIA1	NA	NA	NA	NA	NA	NA	0	37	0	0	38	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ST8SIA2	0	26	0	0	26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ST8SIA5	NA	NA	NA	NA	NA	NA	0	73	0	0	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	0	0	68	0
STAMBP	0	66	0	0	69	0	NA	NA	NA	NA	NA	NA	0	46	0	0	49	0	NA	NA	NA	NA	NA	NA
STAMBPL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	0	0	62	0	NA	NA	NA	NA	NA	NA
STARD13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	0	0	71	0	NA	NA	NA	NA	NA	NA
STARD4	0	55	0	0	56	0	0	60	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STARD7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	0	0	76	0	NA	NA	NA	NA	NA	NA
STAT1	0	0	1261	0	0	1277	0	0	1430	0	0	1442	12213.745379348	62	1075	14222.8128021939	62	1103	0	0	810	0	0	780
STAT2	0	0	1177	0	0	1187	0	0	1341	0	0	1340	0	0	1012	0	0	1011	0	0	747	0	0	754
STAT3	0	0	250	0	0	240	0	0	271	0	0	263	0	0	150	0	0	159	0	0	151	0	0	160
STIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	NA	NA	NA	NA	NA	NA
STIM1	0	63	0	0	64	0	0	66	0	0	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STIM2	NA	NA	NA	NA	NA	NA	0	61	0	0	65	0	0	72	0	0	76	0	0	98	0	0	91	0
STIP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	50	0	0	49	0	0	51	0
STK10	NA	NA	NA	NA	NA	NA	0	39	0	0	43	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STK17A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46	0	0	47	0	NA	NA	NA	NA	NA	NA
STK17B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61	0	0	54	0	NA	NA	NA	NA	NA	NA
STK24	NA	NA	NA	NA	NA	NA	0	77	0	0	82	0	0	59	0	0	60	0	NA	NA	NA	NA	NA	NA
STK35	0	110	0	0	127	0	0	103	0	0	108	0	0	70	0	0	73	0	0	61	0	0	46	0
STK38L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61	0	0	56	0	NA	NA	NA	NA	NA	NA
STMN1	0	97	0	0	104	0	0	91	0	0	99	0	0	63	0	0	56	0	NA	NA	NA	NA	NA	NA
STMN4	0	56	0	0	52	0	0	74	0	0	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STON2	NA	NA	NA	NA	NA	NA	0	57	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STOX2	NA	NA	NA	NA	NA	NA	0	81	0	0	80	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STPG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	56	0	NA	NA	NA	NA	NA	NA
STRAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41	0	0	38	0	NA	NA	NA	NA	NA	NA
STRBP	NA	NA	NA	NA	NA	NA	0	75	0	0	80	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STRN4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	54	0	NA	NA	NA	NA	NA	NA
STT3A	0	62	0	0	65	0	0	75	0	0	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STT3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	0	0	48	0	NA	NA	NA	NA	NA	NA
STX4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	0	0	49	0	NA	NA	NA	NA	NA	NA
STX5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46	0	0	46	0	0	65	0	0	65	0
STX6	0	52	0	0	55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STX7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	49	0	0	47	0
STXBP1	0	82	0	0	94	0	0	77	0	0	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STXBP4	NA	NA	NA	NA	NA	NA	0	46	0	0	42	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STXBP5	NA	NA	NA	NA	NA	NA	0	67	0	0	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STXBP5L	NA	NA	NA	NA	NA	NA	0	48	0	0	49	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STXBP6	0	70	0	0	72	0	0	66	0	0	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUB1	0	70	0	0	75	0	0	64	0	0	68	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUDS3	0	68	0	0	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61	0	0	60	0
SUFU	0	89	0	0	100	0	0	85	0	0	89	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUGP1	NA	NA	NA	NA	NA	NA	0	67	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SULF2	0	99	0	0	102	0	0	71	0	0	72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SULT4A1	0	81	0	0	81	0	0	78	0	0	82	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUN2	NA	NA	NA	NA	NA	NA	0	68	0	0	73	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUPT3H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	69	0	0	79	0	NA	NA	NA	NA	NA	NA
SUSD4	NA	NA	NA	NA	NA	NA	0	62	0	0	65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUSD6	0	53	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SV2B	0	60	0	0	62	0	0	54	0	0	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SVBP	NA	NA	NA	NA	NA	NA	0	56	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SWAP70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	0	75	0	0	69	0	0	63	0
SWT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	0	44	0	NA	NA	NA	NA	NA	NA
SYBU	0	105	0	0	107	0	0	117	0	0	121	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYCP2L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	NA	NA	NA	NA	NA	NA
SYN2	NA	NA	NA	NA	NA	NA	0	65	0	0	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYN3	0	109	0	0	104	0	0	70	0	0	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYNDIG1	0	62	0	0	65	0	NA	NA	NA	NA	NA	NA	0	54	0	0	52	0	NA	NA	NA	NA	NA	NA
SYNJ1	0	78	0	0	85	0	0	60	0	0	70	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYNJ2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	109	0	0	107	0
SYNM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	43	0
SYNPO	0	77	0	0	76	0	0	65	0	0	68	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYPL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	0	0	64	0
SYT1	0	158	0	0	170	0	0	119	0	0	125	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
